,0
1368,186897.66957213258
1369,224240.2861930722
1370,183599.03537164853
1371,229025.3607478583
1372,288396.49811160075
1373,204499.31748558636
1374,228194.73499736574
1375,191516.2049373535
1376,151715.87932002702
1377,145093.86949574793
1378,167804.60430278565
1379,190543.02950647392
1380,194652.51744882547
1381,212321.99701877622
1382,144189.39919868656
1383,148951.50693578404
1384,115346.28347388265
1385,198458.3876258907
1386,186441.78708323592
1387,207119.12026744944
1388,206314.87915390288
1389,264871.5220472725
1390,255367.67790176792
1391,212259.40011734632
1392,233492.6236658661
1393,137262.5494609042
1394,203223.64801203576
1395,198982.5898919651
1396,190848.11992539506
1397,204416.31379231965
1398,140927.5126510827
1399,139728.56141344435
1400,137528.22321611564
1401,187536.6214173451
1402,120940.81023270586
1403,229544.66821584344
1404,136114.01269893584
1405,159245.44015060892
1406,94609.40531203826
1407,110094.17092585034
1408,140065.47720689123
1409,149866.87108624153
1410,103418.2821363932
1411,73525.26346877763
1412,103456.60491196298
1413,158434.14516946665
1414,134039.33787297254
1415,159332.69938458948
1416,148678.9762421058
1417,178874.82268606723
1418,147594.68819896248
1419,120988.72908113638
1420,146807.5592425048
1421,160900.09759428454
1422,192694.47462439112
1423,171336.88484709134
1424,208142.54635583574
1425,220194.7479489406
1426,115332.02593298224
1427,123491.3501868236
1428,71033.86487886743
1429,83065.47430415082
1430,159737.0196922653
1431,74536.59808191347
1432,111679.01494278188
1433,83627.16529100422
1434,294529.3617712171
1435,281929.02236827876
1436,192973.6863816289
1437,182711.87199821413
1438,211752.28517627632
1439,159935.61863486038
1440,210697.31263516197
1441,186539.8609873303
1442,363281.0335604649
1443,358547.3822117333
1444,124682.01367806664
1445,202772.52228755844
1446,113943.49773306701
1447,130945.59929660069
1448,168633.96739899434
1449,80581.0923957156
1450,89337.24635954454
1451,159093.47373596823
1452,91402.16176440625
1453,86647.0164013918
1454,87496.41388159561
1455,90015.2763811863
1456,157091.70066656973
1457,120549.49562993083
1458,194592.8468056682
